timestamp, bid_price, bid_size, bid_exchange, ask_price, ask_size, ask_exchange, trade_price, trade_size, trade_exchange, volume, notional_volume, vwap, nbb_agg_size, nbb_no_of_exchange, nbo_agg_size, nbo_no_of_exchange, is_odd_lot, is_hidden_order, is_mid_order, is_buy_order, is_sell_order, is_trade_through 
1635341404396, 45.65, 200, IEXG, 45.95, 1100, XNAS, 45.95, 1, XADF, 4041, 184391, 45.6301, 500, 4, 1400, 2, 1, 1, 0, 1, 0, 0
1635341404607, 45.65, 200, IEXG, 45.95, 1100, XNAS, 45.63, 1, XADF, 4042, 184437, 45.6301, 500, 4, 1400, 2, 1, 1, 0, 0, 1, 1
1635341405124, 45.65, 200, IEXG, 45.95, 1100, XNAS, 45.65, 1, XADF, 4043, 184482, 45.6301, 500, 4, 1400, 2, 1, 1, 0, 0, 1, 0
1635341415390, 45.65, 100, ARCX, 45.94, 300, IEXG, 45.795, 1, XNAS, 4044, 184528, 45.6301, 300, 3, 300, 1, 1, 0, 1, 0, 0, 0
1635341415411, 45.66, 300, MEMX, 45.94, 300, IEXG, 45.939, 1, XADF, 4045, 184574, 45.6302, 300, 1, 600, 2, 1, 1, 0, 1, 0, 0
1635341439831, 45.65, 100, ARCX, 45.95, 1100, XNAS, 45.8, 2, IEXG, 4049, 184758, 45.6304, 400, 4, 1100, 1, 1, 0, 1, 0, 0, 0
1635341444180, 45.65, 100, ARCX, 45.94, 800, XNAS, 45.66, 33, XADF, 4084, 186356, 45.6308, 400, 4, 800, 1, 1, 1, 0, 0, 1, 0
1635341461023, 45.65, 100, XNYS, 45.92, 400, XNAS, 45.65, 1, XNAS, 4085, 186402, 45.6308, 300, 3, 400, 1, 1, 0, 0, 0, 1, 0
1635341461023, 45.65, 100, XNYS, 45.92, 400, XNAS, 45.65, 1, XNAS, 4086, 186447, 45.6308, 300, 3, 400, 1, 1, 0, 0, 0, 1, 0
1635341461023, 45.65, 100, XNYS, 45.78, 100, XNAS, 45.65, 100, EDGX, 4186, 191012, 45.6312, 200, 2, 100, 1, 0, 1, 0, 0, 1, 0
1635341461024, 45.65, 100, XNYS, 45.78, 100, XNAS, 45.65, 168, ARCX, 4354, 198682, 45.632, 100, 1, 100, 1, 0, 1, 0, 0, 1, 0
1635341461024, 45.63, 800, XNAS, 45.78, 100, XNAS, 45.65, 168, ARCX, 4354, 198682, 45.632, 900, 2, 100, 1, 0, 1, 0, 0, 1, 0
1635341461024, 45.63, 800, XNAS, 45.78, 100, XNAS, 45.65, 99, XNYS, 4453, 203201, 45.6324, 900, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 800, XNAS, 45.78, 100, XNAS, 45.65, 2, ARCX, 4455, 203292, 45.6324, 900, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 800, XNAS, 45.78, 100, XNAS, 45.65, 1, XNYS, 4456, 203338, 45.6324, 900, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 800, XNAS, 45.65, 100, XNAS, 45.63, 2, XNAS, 4458, 203429, 45.6324, 900, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 400, XNAS, 45.65, 100, XNAS, 45.63, 100, XNAS, 4558, 207992, 45.6323, 500, 2, 100, 1, 0, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 5, XNAS, 4563, 208220, 45.6323, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 30, XNAS, 4593, 209589, 45.6323, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 262, XNAS, 4855, 221544, 45.6322, 400, 2, 100, 1, 0, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 60, XNAS, 4915, 224282, 45.6321, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 60, XNAS, 4975, 227020, 45.6321, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 18, XNAS, 4993, 227841, 45.6321, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 4, XNAS, 4997, 228024, 45.6321, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 300, XNAS, 45.65, 100, XNAS, 45.63, 8, XNAS, 5005, 228389, 45.6321, 400, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 200, XNAS, 45.65, 100, XNAS, 45.63, 30, XNAS, 5035, 229758, 45.6321, 300, 2, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 12, XNAS, 5047, 230305, 45.6321, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 18, XNAS, 5065, 231126, 45.6321, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 282, XNAS, 5347, 243994, 45.632, 100, 1, 100, 1, 0, 1, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 40, EDGX, 5387, 245819, 45.632, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 10, EDGX, 5397, 246276, 45.632, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 25, EDGX, 5422, 247416, 45.6319, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.63, 100, XNYS, 45.65, 100, XNAS, 45.63, 3, XNYS, 5425, 247553, 45.6319, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.6, 100, ARCX, 45.65, 100, XNAS, 45.6, 15, XNAS, 5440, 248237, 45.6319, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.6, 100, ARCX, 45.65, 100, XNAS, 45.6, 5, XNAS, 5445, 248465, 45.6318, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461024, 45.6, 100, ARCX, 45.65, 100, XNAS, 45.63, 97, XNYS, 5542, 252891, 45.6318, 100, 1, 100, 1, 1, 0, 0, 1, 0, 0
1635341461024, 45.6, 100, ARCX, 45.65, 100, XNAS, 45.6, 15, XNAS, 5557, 253575, 45.6317, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461025, 45.6, 100, ARCX, 45.64, 100, XNYS, 45.6, 3, ARCX, 5560, 253712, 45.6317, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461025, 45.6, 100, ARCX, 45.64, 100, XNYS, 45.6, 6, ARCX, 5566, 253986, 45.6317, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461025, 45.6, 100, ARCX, 45.64, 100, XNYS, 45.6, 6, ARCX, 5572, 254259, 45.6316, 100, 1, 100, 1, 1, 0, 0, 0, 1, 0
1635341461025, 45.49, 100, XNAS, 45.64, 100, XNYS, 45.6, 3, ARCX, 5575, 254396, 45.6316, 100, 1, 100, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.49, 100, XNAS, 45.64, 100, XNYS, 45.6, 3, ARCX, 5578, 254533, 45.6316, 100, 1, 100, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.49, 100, XNAS, 45.64, 100, XNYS, 45.6, 3, ARCX, 5581, 254670, 45.6316, 100, 1, 100, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.5, 200, BATS, 45.63, 200, XNYS, 45.6, 15, ARCX, 5596, 255354, 45.6315, 200, 1, 200, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.5, 200, BATS, 45.63, 200, XNYS, 45.6, 15, ARCX, 5611, 256038, 45.6314, 200, 1, 200, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.5, 200, BATS, 45.63, 200, XNYS, 45.6, 15, ARCX, 5626, 256722, 45.6313, 200, 1, 200, 1, 1, 0, 0, 1, 0, 0
1635341461025, 45.5, 200, BATS, 45.63, 200, XNYS, 45.6, 3, ARCX, 5629, 256859, 45.6313, 200, 1, 200, 1, 1, 0, 0, 1, 0, 0
