Timestamp,Price,Size,Exchange,Type
2021-03-05 09:31:01.788,432.46,40,CBOE,Ask
2021-03-05 09:35:02.198,487.28,93,CBOE,Bid
2021-03-05 09:39:02.429,469.93,72,NASDAQ,Bid
2021-03-05 09:43:02.643,493.46,23,NYSE_ARCA,Ask
2021-03-05 09:48:03.409,484.2,7,NYSE,Ask
2021-03-05 09:57:04.393,567.07,55,NASDAQ,Ask
2021-03-05 10:05:05.000,658.19,79,CBOE,Ask
2021-03-05 10:12:05.400,540.78,21,NSX,Bid
2021-03-05 10:19:05.668,493.36,20,NASDAQ,Bid
2021-03-05 10:23:05.944,503.77,49,NASDAQ,Bid
2021-03-05 10:26:06.233,567.04,84,NSX,Bid
2021-03-05 10:27:06.271,612.77,51,NYSE_ARCA,Bid
2021-03-05 10:30:06.588,592.44,33,NSX,Ask
2021-03-05 10:33:06.986,531.02,83,NYSE_ARCA,Bid
2021-03-05 10:33:07.888,544.67,66,NSX,Ask
2021-03-05 10:39:08.368,521.79,94,NSX,Bid
2021-03-05 10:39:08.714,521.32,29,NSX,Bid
2021-03-05 10:46:08.788,446.64,62,NSX,Ask
2021-03-05 10:47:09.659,369.79,10,NYSE_ARCA,Ask
2021-03-05 10:48:09.812,322.33,89,CBOE,Bid
2021-03-05 10:49:10.598,381.04,29,CBOE,Bid
2021-03-05 10:58:10.686,412.0,47,NYSE,Bid
2021-03-05 10:58:11.379,413.42,94,NASDAQ,Ask
2021-03-05 11:00:11.780,450.02,29,NASDAQ,Bid
2021-03-05 11:07:11.925,404.0,24,NASDAQ,Ask
2021-03-05 11:12:12.127,461.37,30,NSX,Ask
2021-03-05 11:20:12.155,411.54,48,NSX,Bid
2021-03-05 11:25:12.556,425.06,27,NYSE_ARCA,Bid
2021-03-05 11:26:13.410,429.64,70,NASDAQ,Ask
2021-03-05 11:32:14.105,435.01,94,NSX,Bid
2021-03-05 11:35:14.762,474.85,7,NYSE,Ask
2021-03-05 11:37:14.875,466.82,94,NSX,Bid
2021-03-05 11:40:15.374,481.67,42,CBOE,Bid
2021-03-05 11:45:15.989,388.64,97,NSX,Ask
2021-03-05 11:47:16.177,342.99,16,NYSE_ARCA,Ask
2021-03-05 11:50:16.610,386.31,41,NASDAQ,Bid
2021-03-05 11:59:16.896,443.08,57,NYSE,Bid
2021-03-05 12:00:17.706,472.05,32,NSX,Ask
2021-03-05 12:02:18.212,442.44,66,NYSE,Ask
2021-03-05 12:11:19.204,409.92,35,NYSE_ARCA,Bid
2021-03-05 12:19:19.738,402.98,5,NSX,Ask
2021-03-05 12:28:19.805,397.76,67,NYSE,Ask
2021-03-05 12:37:20.448,383.38,27,CBOE,Ask
2021-03-05 12:45:20.658,318.88,41,NSX,Ask
2021-03-05 12:47:21.528,327.94,77,NYSE_ARCA,Ask
2021-03-05 12:51:21.768,349.28,31,CBOE,Bid
2021-03-05 12:57:21.840,330.45,65,NASDAQ,Ask
2021-03-05 13:05:22.185,331.32,69,NYSE_ARCA,Ask
2021-03-05 13:08:22.482,317.82,30,NSX,Ask
2021-03-05 13:12:23.119,319.18,17,NYSE_ARCA,Ask
2021-03-05 13:15:23.452,344.35,27,NSX,Ask
2021-03-05 13:23:23.747,288.12,6,NSX,Ask
2021-03-05 13:27:24.160,281.08,37,NYSE,Ask
2021-03-05 13:33:24.520,292.9,24,NASDAQ,Ask
2021-03-05 13:42:25.085,313.93,16,CBOE,Ask
2021-03-05 13:44:25.969,294.83,47,NYSE,Bid
2021-03-05 13:49:26.544,350.91,65,NYSE,Bid
2021-03-05 13:52:27.480,398.01,65,NSX,Ask
2021-03-05 13:58:28.453,394.06,41,NYSE_ARCA,Ask
2021-03-05 14:06:28.746,318.6,62,NYSE,Bid
2021-03-05 14:09:28.811,305.73,22,NYSE_ARCA,Ask
2021-03-05 14:14:29.166,272.56,92,NASDAQ,Bid
2021-03-05 14:16:30.100,264.28,95,NYSE_ARCA,Ask
2021-03-05 14:22:30.898,259.26,31,NSX,Bid
2021-03-05 14:27:30.935,284.99,23,NYSE,Ask
2021-03-05 14:27:31.195,238.23,54,NASDAQ,Ask
2021-03-05 14:33:31.336,277.19,98,NASDAQ,Ask
2021-03-05 14:33:32.298,321.21,64,NSX,Bid
2021-03-05 14:36:33.034,336.05,34,NYSE,Ask
2021-03-05 14:38:33.706,352.79,19,CBOE,Bid
2021-03-05 14:40:34.648,345.28,50,NYSE_ARCA,Bid
2021-03-05 14:41:35.597,327.93,10,NSX,Bid
2021-03-05 14:46:35.632,284.07,100,NSX,Ask
2021-03-05 14:49:36.522,333.89,87,CBOE,Bid
2021-03-05 14:50:36.792,319.05,53,NYSE_ARCA,Bid
2021-03-05 14:57:37.624,337.5,73,CBOE,Bid
2021-03-05 15:04:37.973,283.34,55,CBOE,Ask
2021-03-05 15:11:38.092,336.78,74,NYSE_ARCA,Ask
2021-03-05 15:15:39.001,273.43,94,NASDAQ,Bid
2021-03-05 15:19:39.900,271.04,6,NSX,Ask
2021-03-05 15:28:40.361,226.5,61,CBOE,Ask
2021-03-05 15:33:41.106,209.84,16,NSX,Bid
2021-03-05 15:33:41.817,241.58,1,CBOE,Bid
2021-03-05 15:41:42.654,208.55,45,NYSE_ARCA,Bid
2021-03-05 15:50:42.872,186.3,3,NASDAQ,Bid
2021-03-05 15:53:43.404,209.28,55,NSX,Ask
2021-03-05 16:02:44.152,240.32,24,CBOE,Bid
2021-03-05 16:08:45.080,204.82,47,NYSE_ARCA,Ask
2021-03-05 16:16:45.567,235.06,52,NYSE,Bid
2021-03-05 16:16:45.936,224.04,52,NSX,Ask
2021-03-05 16:25:46.465,222.11,33,NASDAQ,Ask
2021-03-05 16:30:47.187,219.64,94,NYSE,Bid
2021-03-05 16:37:47.229,219.34,69,NYSE_ARCA,Ask
2021-03-05 16:46:48.157,213.16,40,CBOE,Bid
2021-03-05 16:53:48.269,171.7,34,NASDAQ,Ask
2021-03-05 16:56:48.511,186.05,36,NASDAQ,Bid
2021-03-05 17:04:49.287,171.02,33,NASDAQ,Ask
2021-03-05 17:05:49.925,143.54,20,NYSE_ARCA,Ask
2021-03-05 17:10:50.235,143.86,3,NASDAQ,Bid
2021-03-05 17:13:50.869,124.33,39,NASDAQ,Ask
