Timestamp,Price,Size,Exchange,Type
2021-03-05 09:35:01.207,268.06,13,CBOE,Bid
2021-03-05 09:37:01.254,308.26,67,NYSE_ARCA,Ask
2021-03-05 09:39:02.060,352.83,93,NYSE_ARCA,Bid
2021-03-05 09:45:02.677,323.36,5,NYSE_ARCA,Ask
2021-03-05 09:48:02.968,308.92,5,NASDAQ,Ask
2021-03-05 09:52:03.116,340.13,16,NASDAQ,Ask
2021-03-05 09:59:04.113,399.71,4,NASDAQ,Ask
2021-03-05 10:08:04.121,446.4,12,NYSE,Ask
2021-03-05 10:13:05.060,393.66,17,NYSE,Ask
2021-03-05 10:18:05.133,427.96,57,NYSE,Ask
2021-03-05 10:19:05.464,352.07,42,NYSE,Bid
2021-03-05 10:21:06.408,353.32,50,NYSE_ARCA,Ask
2021-03-05 10:25:06.961,388.96,96,CBOE,Bid
2021-03-05 10:30:07.151,391.4,94,NYSE_ARCA,Ask
2021-03-05 10:34:08.147,430.25,32,CBOE,Bid
2021-03-05 10:34:09.013,368.27,1,NSX,Ask
2021-03-05 10:42:09.969,426.22,17,CBOE,Bid
2021-03-05 10:45:10.202,470.61,22,NSX,Bid
2021-03-05 10:48:11.068,471.87,91,NYSE,Bid
2021-03-05 10:48:11.249,440.05,21,NASDAQ,Bid
2021-03-05 10:51:11.394,464.12,5,CBOE,Bid
2021-03-05 11:00:11.894,434.38,2,NASDAQ,Bid
2021-03-05 11:02:12.746,454.75,7,NYSE_ARCA,Ask
2021-03-05 11:05:12.910,422.66,19,NYSE_ARCA,Bid
2021-03-05 11:06:13.327,486.15,5,NASDAQ,Ask
2021-03-05 11:12:14.147,459.81,26,CBOE,Bid
2021-03-05 11:12:14.836,534.65,93,NSX,Bid
2021-03-05 11:19:15.607,639.27,90,CBOE,Bid
2021-03-05 11:26:16.253,538.32,49,CBOE,Ask
2021-03-05 11:33:16.844,632.03,75,CBOE,Bid
2021-03-05 11:39:17.098,713.43,18,NASDAQ,Bid
2021-03-05 11:47:17.774,650.5,96,NYSE_ARCA,Ask
2021-03-05 11:52:18.533,622.7,6,NYSE,Ask
2021-03-05 11:59:18.782,644.53,95,CBOE,Ask
2021-03-05 11:59:19.439,654.48,21,NYSE_ARCA,Bid
2021-03-05 12:00:20.044,733.43,85,NYSE_ARCA,Bid
2021-03-05 12:09:20.626,683.21,87,NYSE_ARCA,Ask
2021-03-05 12:11:21.241,639.63,74,NASDAQ,Ask
2021-03-05 12:14:21.726,709.18,18,NASDAQ,Ask
2021-03-05 12:22:22.466,696.79,1,CBOE,Bid
2021-03-05 12:30:23.078,629.22,91,NYSE_ARCA,Bid
2021-03-05 12:34:23.173,664.7,75,NASDAQ,Ask
2021-03-05 12:41:23.418,728.75,29,NYSE,Ask
2021-03-05 12:42:24.198,601.19,42,NSX,Bid
2021-03-05 12:49:25.007,503.98,40,NYSE_ARCA,Ask
2021-03-05 12:51:25.924,439.59,56,NYSE,Bid
2021-03-05 12:54:26.205,520.3,87,NYSE,Ask
2021-03-05 13:00:26.999,479.59,32,CBOE,Ask
2021-03-05 13:08:27.382,406.77,27,NASDAQ,Ask
2021-03-05 13:15:28.359,351.89,4,NYSE,Bid
2021-03-05 13:15:29.095,421.03,83,CBOE,Bid
2021-03-05 13:18:29.609,383.04,14,NYSE_ARCA,Bid
2021-03-05 13:24:30.150,315.76,60,NYSE_ARCA,Bid
2021-03-05 13:26:30.299,376.92,85,NYSE,Ask
2021-03-05 13:28:31.166,418.78,26,NYSE,Bid
2021-03-05 13:31:31.945,366.55,69,NYSE_ARCA,Ask
2021-03-05 13:31:32.423,330.89,31,NASDAQ,Ask
2021-03-05 13:37:32.992,273.53,20,NYSE,Ask
2021-03-05 13:44:33.480,279.78,74,NSX,Bid
2021-03-05 13:45:34.022,248.84,7,NYSE_ARCA,Ask
2021-03-05 13:47:34.151,199.58,63,NASDAQ,Ask
2021-03-05 13:48:34.388,208.46,74,NASDAQ,Ask
2021-03-05 13:53:34.416,240.15,25,NASDAQ,Bid
2021-03-05 13:57:35.221,267.71,44,NSX,Bid
2021-03-05 14:03:35.410,305.28,11,NSX,Bid
2021-03-05 14:03:36.031,307.25,97,NYSE_ARCA,Bid
2021-03-05 14:08:36.252,301.52,46,NYSE,Ask
2021-03-05 14:17:36.573,306.85,68,NASDAQ,Ask
2021-03-05 14:19:37.565,300.76,86,NASDAQ,Ask
2021-03-05 14:20:37.845,309.17,92,CBOE,Bid
2021-03-05 14:26:38.729,260.74,72,CBOE,Bid
2021-03-05 14:27:38.880,282.95,38,NSX,Ask
2021-03-05 14:31:38.896,243.57,17,NSX,Bid
2021-03-05 14:33:38.968,265.31,83,NSX,Bid
2021-03-05 14:37:39.669,231.0,44,NYSE_ARCA,Ask
2021-03-05 14:38:39.891,187.06,53,NSX,Bid
2021-03-05 14:44:40.702,199.92,7,CBOE,Ask
2021-03-05 14:44:40.993,199.34,14,NYSE,Ask
2021-03-05 14:50:41.200,187.32,8,NYSE,Bid
2021-03-05 14:59:41.220,224.89,79,NSX,Bid
2021-03-05 14:59:41.544,209.54,70,NYSE,Bid
2021-03-05 15:01:42.530,231.6,90,NYSE_ARCA,Bid
2021-03-05 15:07:42.576,275.73,61,NASDAQ,Ask
2021-03-05 15:16:43.155,297.58,89,NSX,Bid
2021-03-05 15:24:43.642,260.88,16,NSX,Bid
2021-03-05 15:33:43.779,303.06,97,NYSE,Ask
2021-03-05 15:34:43.969,360.66,30,NYSE,Bid
2021-03-05 15:38:44.338,397.53,15,CBOE,Ask
2021-03-05 15:45:44.565,346.97,38,NYSE_ARCA,Bid
2021-03-05 15:54:45.162,407.75,9,NYSE_ARCA,Bid
2021-03-05 15:58:45.730,439.06,57,NYSE_ARCA,Ask
2021-03-05 15:58:45.751,494.47,33,NASDAQ,Bid
2021-03-05 16:07:46.152,537.93,90,NYSE_ARCA,Bid
2021-03-05 16:08:46.559,632.93,54,NASDAQ,Ask
2021-03-05 16:09:46.964,646.04,52,CBOE,Bid
2021-03-05 16:10:47.820,617.06,52,NYSE_ARCA,Bid
2021-03-05 16:15:48.742,730.07,20,NASDAQ,Bid
2021-03-05 16:15:49.179,594.7,28,NYSE,Ask
2021-03-05 16:15:49.730,560.74,37,NSX,Ask
2021-03-05 16:24:50.717,643.83,1,NSX,Bid
