Timestamp,Price,Size,Exchange,Type
2021-03-05 09:32:01.957,707.93,82,CBOE,Ask
2021-03-05 09:40:02.060,643.01,28,CBOE,Ask
2021-03-05 09:49:02.999,709.75,44,NYSE,Bid
2021-03-05 09:56:03.867,570.08,47,NYSE,Ask
2021-03-05 10:00:03.928,502.82,78,NYSE,Ask
2021-03-05 10:00:04.662,437.67,57,NSX,Bid
2021-03-05 10:04:05.601,451.67,45,NYSE_ARCA,Bid
2021-03-05 10:04:06.154,396.74,81,NYSE_ARCA,Ask
2021-03-05 10:04:06.191,421.7,50,NASDAQ,Bid
2021-03-05 10:04:06.290,363.62,4,NSX,Ask
2021-03-05 10:09:06.934,321.33,68,NYSE,Ask
2021-03-05 10:17:07.441,264.16,81,CBOE,Ask
2021-03-05 10:17:07.944,315.08,61,NYSE_ARCA,Bid
2021-03-05 10:24:08.230,322.7,47,NSX,Ask
2021-03-05 10:30:08.949,286.13,65,NSX,Ask
2021-03-05 10:34:09.039,242.26,6,NSX,Bid
2021-03-05 10:37:09.380,255.76,52,NASDAQ,Ask
2021-03-05 10:37:09.800,302.08,69,NASDAQ,Bid
2021-03-05 10:45:09.939,273.15,6,NYSE_ARCA,Ask
2021-03-05 10:51:10.621,300.88,57,NYSE,Bid
2021-03-05 10:54:11.184,314.73,12,NYSE_ARCA,Ask
2021-03-05 10:59:12.047,258.28,92,NSX,Bid
2021-03-05 11:01:12.544,290.03,34,NASDAQ,Bid
2021-03-05 11:08:13.120,251.23,64,CBOE,Ask
2021-03-05 11:15:13.259,206.59,96,NSX,Bid
2021-03-05 11:20:13.485,221.28,99,NSX,Ask
2021-03-05 11:21:14.395,225.88,94,NASDAQ,Bid
2021-03-05 11:25:14.403,249.21,3,NYSE_ARCA,Bid
2021-03-05 11:28:14.566,212.33,77,CBOE,Ask
2021-03-05 11:32:15.318,232.9,19,NASDAQ,Bid
2021-03-05 11:37:16.001,272.3,54,NYSE_ARCA,Bid
2021-03-05 11:42:16.535,294.36,32,NSX,Bid
2021-03-05 11:49:16.744,252.79,95,NYSE,Ask
2021-03-05 11:54:16.854,292.55,12,NSX,Bid
2021-03-05 12:03:17.511,318.83,53,CBOE,Ask
2021-03-05 12:07:18.187,258.37,94,NASDAQ,Bid
2021-03-05 12:07:18.594,273.16,65,CBOE,Bid
2021-03-05 12:15:18.667,298.86,20,NASDAQ,Bid
2021-03-05 12:16:19.138,280.16,76,CBOE,Bid
2021-03-05 12:21:20.107,259.17,66,CBOE,Ask
