Timestamp,Price,Size,Exchange,Type
2021-03-05 09:32:01.359,155.46,61,NYSE_ARCA,Ask
2021-03-05 09:33:02.286,160.85,34,NYSE_ARCA,Ask
2021-03-05 09:41:02.690,158.72,62,NYSE_ARCA,Ask
2021-03-05 09:48:03.155,189.43,42,NYSE_ARCA,Ask
2021-03-05 09:51:03.664,181.59,63,NSX,Ask
2021-03-05 09:51:04.629,156.06,54,NSX,Bid
2021-03-05 09:52:04.894,185.9,43,NASDAQ,Ask
2021-03-05 09:57:04.970,185.79,1,NSX,Ask
2021-03-05 09:59:04.970,170.6,94,NSX,Bid
2021-03-05 10:07:05.662,168.18,13,NASDAQ,Bid
2021-03-05 10:08:06.291,136.48,70,NASDAQ,Ask
2021-03-05 10:14:06.342,124.39,46,NSX,Bid
2021-03-05 10:20:06.843,116.01,32,NYSE_ARCA,Ask
2021-03-05 10:28:06.924,131.52,54,NYSE_ARCA,Bid
2021-03-05 10:28:07.216,153.5,67,NSX,Ask
2021-03-05 10:37:07.577,125.1,92,NYSE_ARCA,Bid
2021-03-05 10:42:08.226,133.0,91,NYSE,Ask
2021-03-05 10:45:09.201,151.35,26,NYSE_ARCA,Bid
2021-03-05 10:50:09.230,160.65,72,NSX,Bid
2021-03-05 10:51:09.573,145.9,25,NYSE_ARCA,Ask
2021-03-05 10:51:10.300,160.84,11,NYSE_ARCA,Ask
2021-03-05 10:53:11.286,175.33,52,NSX,Ask
2021-03-05 10:59:12.273,175.1,55,NYSE,Ask
2021-03-05 11:04:12.977,162.17,53,NYSE,Ask
2021-03-05 11:07:13.434,192.5,27,NASDAQ,Ask
2021-03-05 11:15:13.685,211.29,81,NSX,Bid
2021-03-05 11:20:14.292,227.52,50,CBOE,Bid
2021-03-05 11:24:14.325,181.64,74,CBOE,Ask
2021-03-05 11:25:15.078,180.0,13,NYSE,Ask
2021-03-05 11:26:15.701,187.63,55,NASDAQ,Bid
2021-03-05 11:26:15.951,208.9,51,NSX,Ask
2021-03-05 11:31:16.286,202.62,13,NSX,Bid
2021-03-05 11:37:16.322,175.88,24,NASDAQ,Ask
2021-03-05 11:44:16.559,173.53,42,NASDAQ,Bid
2021-03-05 11:50:17.383,155.82,74,CBOE,Ask
2021-03-05 11:50:17.682,145.31,73,NSX,Bid
2021-03-05 11:51:18.439,155.29,39,NYSE_ARCA,Bid
2021-03-05 11:52:18.762,167.35,95,NASDAQ,Ask
2021-03-05 11:58:19.201,145.5,75,NYSE,Bid
2021-03-05 12:04:19.950,149.41,10,NYSE,Bid
2021-03-05 12:06:20.225,135.9,3,NASDAQ,Ask
