Timestamp,Price,Size,Exchange,Type
2021-03-05 09:38:01.229,481.78,94,NASDAQ,Ask
2021-03-05 09:43:02.126,437.24,62,NYSE_ARCA,Ask
2021-03-05 09:43:02.650,357.56,33,CBOE,Ask
2021-03-05 09:49:02.858,326.43,5,NYSE,Bid
2021-03-05 09:55:03.828,316.99,31,NYSE,Bid
2021-03-05 09:56:04.444,376.88,96,CBOE,Ask
2021-03-05 09:58:05.144,428.15,15,NSX,Ask
2021-03-05 10:01:05.758,406.71,65,NASDAQ,Ask
2021-03-05 10:04:06.325,347.55,73,NYSE,Ask
2021-03-05 10:12:06.567,329.87,95,NYSE_ARCA,Ask
2021-03-05 10:19:07.176,379.16,66,CBOE,Bid
2021-03-05 10:27:08.136,442.83,59,NSX,Bid
2021-03-05 10:31:08.546,477.24,93,NASDAQ,Ask
2021-03-05 10:36:09.217,463.68,65,CBOE,Ask
2021-03-05 10:37:09.541,527.12,70,NSX,Bid
2021-03-05 10:43:10.370,612.1,71,NSX,Bid
2021-03-05 10:46:11.117,722.27,33,NYSE_ARCA,Ask
2021-03-05 10:53:11.692,619.62,25,CBOE,Ask
2021-03-05 11:00:12.181,628.02,58,NYSE_ARCA,Bid
2021-03-05 11:02:12.895,646.15,27,CBOE,Bid
2021-03-05 11:11:13.248,525.79,74,NYSE_ARCA,Ask
2021-03-05 11:20:13.508,618.24,80,CBOE,Ask
2021-03-05 11:24:13.564,682.69,56,NSX,Bid
2021-03-05 11:25:13.979,811.35,79,CBOE,Ask
2021-03-05 11:28:14.127,895.62,94,NYSE_ARCA,Ask
2021-03-05 11:31:14.950,923.49,13,CBOE,Ask
2021-03-05 11:35:15.185,835.8,26,CBOE,Bid
2021-03-05 11:36:15.369,974.28,99,NSX,Bid
2021-03-05 11:39:15.410,1024.79,71,NYSE_ARCA,Ask
2021-03-05 11:47:15.969,1046.79,25,NSX,Ask
2021-03-05 11:49:16.069,935.8,62,NYSE,Ask
2021-03-05 11:54:16.596,1083.66,64,NSX,Bid
2021-03-05 11:56:17.500,918.24,76,NSX,Ask
2021-03-05 12:01:18.462,775.31,38,CBOE,Bid
2021-03-05 12:05:19.390,720.67,76,CBOE,Bid
2021-03-05 12:14:20.251,806.44,89,NASDAQ,Ask
2021-03-05 12:23:20.678,726.58,70,NYSE_ARCA,Bid
2021-03-05 12:26:21.200,629.19,19,NYSE_ARCA,Ask
2021-03-05 12:27:21.744,590.9,18,NSX,Ask
2021-03-05 12:35:22.488,557.73,88,CBOE,Ask
2021-03-05 12:40:23.432,596.01,61,CBOE,Bid
2021-03-05 12:41:23.947,630.2,68,NYSE,Ask
2021-03-05 12:50:24.593,644.04,58,NYSE,Ask
