30
ECF,9.98543105324341,17.072289568292504
ABD,12.036372623781144,12.27002538561096
ECF,16.17499159540867,16.71630760306626
ABD,16.43306195370615,12.251756039430003
ABC,27.362878578319226,6.043225174653935
ECF,30.994020670746437,17.280938096601076
ABC,33.58380693919434,5.882893800647931
ABC,35.52941558270975,5.92032995773775
ABC,36.52362871879017,6.021635281609811
ABD,37.71910118862263,12.276997905216462
ECF,44.465596304653474,17.00594177306349
ECF,44.738222149406525,17.36860343686303
ECF,49.46697709653096,16.829190102492944
ABC,49.74108109876955,5.914969809385944
ABD,52.68820634639382,12.26357561879852
ABC,55.62612538480584,5.9641434240192766
ABC,56.53919172341354,5.856467943152482
ECF,62.03410892436625,17.237441550502943
ECF,72.49258502134474,17.025834163660534
ABC,73.01589845307517,6.12673433708904
ABD,77.25655875899493,11.794269823528156
ABC,77.37485833402586,5.883091872147498
ABC,77.62604251455551,6.066072412329612
ABC,80.64370081703291,6.0449983543866335
ABD,84.77231007434474,11.997095444127476
ABC,85.95866105653386,6.073314115098286
ECF,90.47506455620807,17.267960654709253
ECF,92.24695448416462,16.60404814669574
ABD,94.23847259154029,11.865486777219036
ABC,96.08529545973448,6.123179537397398
90
ABD,0.09671424083220903,12.222534564376646
ECF,0.7216365279438262,17.011565133403494
ABC,0.9373936788369659,6.031174813111599
ABC,3.1646224047289824,6.131447747391817
ECF,4.18514102112291,17.272892385899784
ABD,5.130928383124742,12.14060765854011
ABD,5.462382522071319,11.88184006794913
ABD,5.954572670309877,12.266877329838366
ABC,8.018272171474766,5.866654920056688
ECF,8.80661934068398,17.190124110124486
ECF,9.98543105324341,17.072289568292504
ABC,11.825443055213048,5.934596629777096
ABD,12.036372623781144,12.27002538561096
ABD,12.118004098065757,11.856701758312013
ECF,13.078751990195535,16.9750098000582
ABC,14.648622570195688,6.098497919878602
ECF,16.17499159540867,16.71630760306626
ABD,16.43306195370615,12.251756039430003
ABD,16.623019149785573,11.715228963159843
ECF,19.288296140557165,16.769394572537934
ECF,26.63892912781433,16.824506112068583
ABD,27.0009248775481,11.825696027377912
ABC,27.362878578319226,6.043225174653935
ABD,29.01270570406888,12.206268465965746
ABC,29.206697221532934,5.86813140294571
ECF,30.994020670746437,17.280938096601076
ABC,33.290680738505685,6.070053020521661
ABC,33.58380693919434,5.882893800647931
ABD,35.15470917931012,11.994046262016255
ABC,35.52941558270975,5.92032995773775
ABC,36.52362871879017,6.021635281609811
ABD,37.71910118862263,12.276997905216462
ABD,37.98391187490123,11.801096291871392
ABC,38.03929625790905,5.8739362042647905
ABD,38.36507642281159,11.735571693192817
ABD,43.030539778678936,11.903570881453055
ECF,44.03073248584774,17.043117057521126
ECF,44.465596304653474,17.00594177306349
ECF,44.738222149406525,17.36860343686303
ABD,48.06405515723887,12.210822409453023
ECF,49.46697709653096,16.829190102492944
ABC,49.74108109876955,5.914969809385944
ABC,51.26954297552959,5.988940714021206
ABD,52.68820634639382,12.26357561879852
ECF,53.35552726494685,16.689687256164284
ABC,55.62612538480584,5.9641434240192766
ABD,56.01929279248895,11.83273464305443
ABC,56.53919172341354,5.856467943152482
ABC,56.9151328366597,5.886983446859109
ABD,57.18582801674701,12.091319725670825
ABC,58.56084073655701,5.969807181985441
ABD,60.78955860110726,11.95105604276469
ECF,62.03410892436625,17.237441550502943
ECF,62.841106008648424,16.869728226009848
ECF,64.26264767709883,17.12747493287507
ABC,65.22816335754578,6.052963478630909
ABD,67.86579256420237,12.236969168287619
ABC,70.14432560432185,6.128088536918185
ECF,72.49258502134474,17.025834163660534
ABC,73.01589845307517,6.12673433708904
ABD,76.50335117612322,12.287487566862142
ABD,77.25655875899493,11.794269823528156
ABC,77.37485833402586,5.883091872147498
ECF,77.53456363815876,17.031985144260812
ABC,77.62604251455551,6.066072412329612
ABC,80.64370081703291,6.0449983543866335
ECF,82.16051546038688,16.826030560227586
ABC,83.9651323158236,5.934299425590522
ABD,84.77231007434474,11.997095444127476
ABC,85.95866105653386,6.073314115098286
ABC,87.6204799777038,6.061134228468551
ABC,87.97697150943254,6.0432627310774825
ECF,90.46904603276047,16.804399181686843
ECF,90.47506455620807,17.267960654709253
ECF,91.09681516225393,17.004762364833393
ECF,92.24695448416462,16.60404814669574
ABD,92.31997737825392,12.290546531613547
ABC,93.0390498005,5.954200205204532
ABD,93.22624766888931,11.883599492240718
ABC,93.61499303284117,5.851834670531953
ABD,94.23847259154029,11.865486777219036
ABD,95.23107647332736,12.082060857726855
ABC,96.08529545973448,6.123179537397398
ECF,97.46721437463712,17.075051624972897
ABC,98.30939927203384,6.068183488408501
ECF,99.50387688196643,16.796822237713226
ABC,100.07428841513826,5.894448491027868
ABC,102.3177494351939,5.9680342920233285
ABC,102.37808571959775,5.984812948618655
ECF,103.24996791129004,16.80325432817513
3
